InvoiceId,ChargePeriodStart,ChargePeriodEnd,ProviderName,ServiceName,ConsumedQuantity,ConsumedUnit,PricingCurrency,PricingCurrencyListUnitPrice,PricingCurrencyContractedUnitPrice,PricingCurrencyEffectiveCost,BillingCurrency,ListCost,EffectiveCost,BillingAccountId,BillingAccountType,SubAccountType,RegionId
AWS-3517,2024-06-25,2024-06-26,AWS,EC2,33,Hours,USD,1.23,1.16,38.23,USD,42.9,31.83,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-6205,2024-06-25,2024-06-26,AWS,S3,87,Hours,USD,0.88,0.79,69.15,USD,81.92,68.57,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-2264,2024-06-25,2024-06-26,AWS,Lambda,68,Hours,USD,2.55,2.28,154.86,USD,181.25,127.95,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-3815,2024-06-25,2024-06-26,Azure,VM,29,Hours,USD,5.12,4.44,128.77,USD,154.34,127.65,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-7442,2024-06-25,2024-06-26,Azure,Blob Storage,78,Hours,USD,3.76,3.55,276.68,USD,320.08,250.83,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-7581,2024-06-25,2024-06-26,Azure,Functions,53,Hours,USD,0.97,0.89,47.12,USD,56.64,40.01,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-1261,2024-06-25,2024-06-26,GCP,Compute Engine,80,Hours,USD,2.78,2.67,213.21,USD,236.63,195.0,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-6720,2024-06-25,2024-06-26,GCP,Cloud Storage,75,Hours,USD,2.97,2.61,195.67,USD,223.04,209.84,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-5537,2024-06-25,2024-06-26,GCP,Cloud Functions,49,Hours,USD,1.8,1.57,77.02,USD,93.46,68.96,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-7601,2024-06-25,2024-06-26,Snowflake,Warehouse,73,Credit,USD,1.56,1.51,109.95,USD,122.65,94.66,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-1076,2024-06-25,2024-06-26,Snowflake,Storage,45,Credit,USD,5.94,5.72,257.38,USD,282.72,211.6,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-4699,2024-06-25,2024-06-26,Databricks,Jobs,53,Credit,USD,5.21,4.44,235.5,USD,283.39,255.06,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-9876,2024-06-25,2024-06-26,Databricks,Clusters,92,Credit,USD,2.16,1.85,169.98,USD,209.25,161.94,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-8409,2024-06-25,2024-06-26,OpenAI,GPT-4 API,37,Credit,USD,6.88,6.61,244.62,USD,266.33,233.41,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-8997,2024-06-25,2024-06-26,OpenAI,Embedding API,100,Credit,USD,1.22,1.08,107.95,USD,131.65,93.83,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-1395,2024-06-26,2024-06-27,AWS,EC2,42,Hours,USD,1.93,1.72,72.24,USD,82.75,62.59,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-7742,2024-06-26,2024-06-27,AWS,S3,15,Hours,USD,15.72,14.73,220.97,USD,242.43,209.28,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-7254,2024-06-26,2024-06-27,AWS,Lambda,97,Hours,USD,1.75,1.72,166.67,USD,172.06,143.62,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-6574,2024-06-26,2024-06-27,Azure,VM,87,Hours,USD,2.94,2.73,237.72,USD,267.89,207.12,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-9503,2024-06-26,2024-06-27,Azure,Blob Storage,71,Hours,USD,1.26,1.14,81.09,USD,89.81,74.43,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-1027,2024-06-26,2024-06-27,Azure,Functions,40,Hours,USD,7.21,6.31,252.25,USD,291.04,215.84,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-1278,2024-06-26,2024-06-27,GCP,Compute Engine,81,Hours,USD,3.46,3.1,250.86,USD,284.06,249.79,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-8168,2024-06-26,2024-06-27,GCP,Cloud Storage,91,Hours,USD,1.63,1.48,135.12,USD,159.66,134.1,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-5131,2024-06-26,2024-06-27,GCP,Cloud Functions,65,Hours,USD,3.36,3.13,203.63,USD,232.93,188.08,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-5418,2024-06-26,2024-06-27,Snowflake,Warehouse,79,Credit,USD,1.66,1.55,122.13,USD,136.03,120.7,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-7306,2024-06-26,2024-06-27,Snowflake,Storage,39,Credit,USD,1.96,1.8,70.13,USD,80.16,56.42,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-3249,2024-06-26,2024-06-27,Databricks,Jobs,51,Credit,USD,2.27,2.22,113.17,USD,120.47,87.37,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-7857,2024-06-26,2024-06-27,Databricks,Clusters,32,Credit,USD,5.58,4.82,154.22,USD,190.39,144.18,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-8060,2024-06-26,2024-06-27,OpenAI,GPT-4 API,61,Credit,USD,0.7,0.64,39.17,USD,45.32,34.18,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-4861,2024-06-26,2024-06-27,OpenAI,Embedding API,58,Credit,USD,4.05,3.65,211.76,USD,238.77,216.52,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-5615,2024-06-27,2024-06-28,AWS,EC2,43,Hours,USD,6.26,5.34,229.67,USD,289.65,250.06,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-7093,2024-06-27,2024-06-28,AWS,S3,79,Hours,USD,1.06,1.02,80.82,USD,92.44,73.68,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-1503,2024-06-27,2024-06-28,AWS,Lambda,98,Hours,USD,1.38,1.28,124.98,USD,138.48,120.64,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-7961,2024-06-27,2024-06-28,Azure,VM,33,Hours,USD,8.25,7.67,253.26,USD,282.97,241.16,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-6196,2024-06-27,2024-06-28,Azure,Blob Storage,85,Hours,USD,1.21,1.03,87.75,USD,103.44,75.15,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-9790,2024-06-27,2024-06-28,Azure,Functions,47,Hours,USD,0.57,0.56,26.28,USD,29.6,26.61,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-4467,2024-06-27,2024-06-28,GCP,Compute Engine,94,Hours,USD,1.75,1.56,146.81,USD,175.61,152.4,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-5693,2024-06-27,2024-06-28,GCP,Cloud Storage,79,Hours,USD,2.05,2.0,158.12,USD,172.52,156.92,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-4470,2024-06-27,2024-06-28,GCP,Cloud Functions,42,Hours,USD,2.77,2.56,107.64,USD,127.85,94.93,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-9522,2024-06-27,2024-06-28,Snowflake,Warehouse,84,Credit,USD,2.35,2.04,171.58,USD,197.98,187.58,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-8643,2024-06-27,2024-06-28,Snowflake,Storage,60,Credit,USD,4.93,4.44,266.66,USD,317.63,299.2,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-5217,2024-06-27,2024-06-28,Databricks,Jobs,99,Credit,USD,0.74,0.68,66.97,USD,79.16,63.95,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-2092,2024-06-27,2024-06-28,Databricks,Clusters,39,Credit,USD,2.3,1.98,77.05,USD,97.28,84.99,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-7690,2024-06-27,2024-06-28,OpenAI,GPT-4 API,93,Credit,USD,0.89,0.86,80.02,USD,83.94,65.82,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-5228,2024-06-27,2024-06-28,OpenAI,Embedding API,23,Credit,USD,10.87,10.61,244.1,USD,272.12,253.28,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-3024,2024-06-28,2024-06-29,AWS,EC2,67,Hours,USD,3.59,3.46,231.98,USD,245.35,191.33,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-3703,2024-06-28,2024-06-29,AWS,S3,51,Hours,USD,5.87,5.42,276.65,USD,323.07,304.29,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-9919,2024-06-28,2024-06-29,AWS,Lambda,30,Hours,USD,8.12,6.91,207.4,USD,264.31,214.63,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-1535,2024-06-28,2024-06-29,Azure,VM,57,Hours,USD,3.79,3.25,185.21,USD,225.33,177.87,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-3862,2024-06-28,2024-06-29,Azure,Blob Storage,12,Hours,USD,18.57,17.68,212.16,USD,236.03,174.34,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-8385,2024-06-28,2024-06-29,Azure,Functions,32,Hours,USD,4.66,4.25,135.89,USD,157.98,138.02,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-6739,2024-06-28,2024-06-29,GCP,Compute Engine,37,Hours,USD,1.29,1.17,43.42,USD,51.05,45.86,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-9204,2024-06-28,2024-06-29,GCP,Cloud Storage,65,Hours,USD,2.13,1.82,118.53,USD,143.39,124.03,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-6366,2024-06-28,2024-06-29,GCP,Cloud Functions,50,Hours,USD,4.89,4.46,223.15,USD,253.96,197.36,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-9687,2024-06-28,2024-06-29,Snowflake,Warehouse,18,Credit,USD,10.37,9.94,178.95,USD,202.07,149.5,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-9605,2024-06-28,2024-06-29,Snowflake,Storage,77,Credit,USD,3.33,3.25,250.41,USD,265.09,191.06,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-6885,2024-06-28,2024-06-29,Databricks,Jobs,89,Credit,USD,0.94,0.88,78.74,USD,85.09,67.89,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-2055,2024-06-28,2024-06-29,Databricks,Clusters,61,Credit,USD,3.42,3.01,183.54,USD,227.28,203.46,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-9851,2024-06-28,2024-06-29,OpenAI,GPT-4 API,19,Credit,USD,8.99,7.75,147.25,USD,179.02,148.96,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-7274,2024-06-28,2024-06-29,OpenAI,Embedding API,46,Credit,USD,5.21,5.0,230.12,USD,260.19,219.71,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-7776,2024-06-29,2024-06-30,AWS,EC2,15,Hours,USD,14.64,14.21,213.1,USD,221.85,160.2,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-7630,2024-06-29,2024-06-30,AWS,S3,83,Hours,USD,2.17,1.92,159.03,USD,186.83,133.96,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-9092,2024-06-29,2024-06-30,AWS,Lambda,80,Hours,USD,0.57,0.53,42.69,USD,49.79,38.61,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-8222,2024-06-29,2024-06-30,Azure,VM,47,Hours,USD,5.96,5.3,249.24,USD,289.88,270.83,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-9537,2024-06-29,2024-06-30,Azure,Blob Storage,15,Hours,USD,8.14,6.93,103.88,USD,128.24,121.5,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-7480,2024-06-29,2024-06-30,Azure,Functions,98,Hours,USD,0.65,0.61,59.94,USD,69.58,48.76,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-7690,2024-06-29,2024-06-30,GCP,Compute Engine,34,Hours,USD,1.22,1.05,35.64,USD,43.76,39.43,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-8394,2024-06-29,2024-06-30,GCP,Cloud Storage,73,Hours,USD,2.14,2.08,151.8,USD,160.63,152.2,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-7145,2024-06-29,2024-06-30,GCP,Cloud Functions,81,Hours,USD,0.49,0.46,36.97,USD,41.0,34.0,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-7561,2024-06-29,2024-06-30,Snowflake,Warehouse,15,Credit,USD,6.06,5.53,82.89,USD,96.04,68.36,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-9774,2024-06-29,2024-06-30,Snowflake,Storage,69,Credit,USD,3.14,3.06,211.22,USD,218.22,172.82,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-2469,2024-06-29,2024-06-30,Databricks,Jobs,67,Credit,USD,2.46,2.1,140.5,USD,169.36,134.88,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-2194,2024-06-29,2024-06-30,Databricks,Clusters,24,Credit,USD,10.37,9.58,230.0,USD,263.61,197.01,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-8015,2024-06-29,2024-06-30,OpenAI,GPT-4 API,82,Credit,USD,0.86,0.78,64.06,USD,74.17,62.47,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-2956,2024-06-29,2024-06-30,OpenAI,Embedding API,16,Credit,USD,3.96,3.78,60.54,USD,63.54,50.77,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-5946,2024-06-30,2024-07-01,AWS,EC2,58,Hours,USD,4.17,3.91,227.04,USD,249.63,197.16,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-8699,2024-06-30,2024-07-01,AWS,S3,22,Hours,USD,5.86,5.31,116.86,USD,130.22,121.25,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-8165,2024-06-30,2024-07-01,AWS,Lambda,70,Hours,USD,2.63,2.27,159.15,USD,188.47,170.76,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-1919,2024-06-30,2024-07-01,Azure,VM,74,Hours,USD,1.32,1.19,88.13,USD,105.58,95.91,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-2265,2024-06-30,2024-07-01,Azure,Blob Storage,72,Hours,USD,1.9,1.69,121.75,USD,142.57,121.02,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-4839,2024-06-30,2024-07-01,Azure,Functions,41,Hours,USD,2.24,2.15,88.19,USD,99.09,92.42,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-1665,2024-06-30,2024-07-01,GCP,Compute Engine,21,Hours,USD,11.81,11.31,237.5,USD,272.55,195.37,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-9119,2024-06-30,2024-07-01,GCP,Cloud Storage,87,Hours,USD,2.22,2.03,176.3,USD,207.33,195.53,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-9891,2024-06-30,2024-07-01,GCP,Cloud Functions,96,Hours,USD,1.75,1.68,160.85,USD,170.13,145.52,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-2507,2024-06-30,2024-07-01,Snowflake,Warehouse,85,Credit,USD,0.78,0.72,61.07,USD,69.07,58.12,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-9091,2024-06-30,2024-07-01,Snowflake,Storage,89,Credit,USD,1.67,1.49,132.23,USD,162.12,138.98,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-3066,2024-06-30,2024-07-01,Databricks,Jobs,64,Credit,USD,4.16,3.81,244.14,USD,274.86,214.41,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-5578,2024-06-30,2024-07-01,Databricks,Clusters,90,Credit,USD,2.65,2.51,225.73,USD,252.74,219.98,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-3803,2024-06-30,2024-07-01,OpenAI,GPT-4 API,88,Credit,USD,2.43,2.38,209.18,USD,216.3,167.81,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-8336,2024-06-30,2024-07-01,OpenAI,Embedding API,55,Credit,USD,1.33,1.24,68.04,USD,77.02,54.07,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-4095,2024-07-01,2024-07-02,AWS,EC2,46,Hours,USD,6.01,5.16,237.16,USD,295.29,246.89,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-4616,2024-07-01,2024-07-02,AWS,S3,12,Hours,USD,22.73,19.83,237.94,USD,290.24,260.67,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-3242,2024-07-01,2024-07-02,AWS,Lambda,86,Hours,USD,1.79,1.65,142.11,USD,160.55,134.15,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-6806,2024-07-01,2024-07-02,Azure,VM,72,Hours,USD,3.59,3.21,231.02,USD,280.96,255.71,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-7800,2024-07-01,2024-07-02,Azure,Blob Storage,58,Hours,USD,0.72,0.63,36.57,USD,42.21,34.46,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-9494,2024-07-01,2024-07-02,Azure,Functions,31,Hours,USD,7.92,6.9,213.78,USD,266.49,213.12,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-3966,2024-07-01,2024-07-02,GCP,Compute Engine,53,Hours,USD,2.07,1.81,96.12,USD,119.82,110.03,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-9428,2024-07-01,2024-07-02,GCP,Cloud Storage,24,Hours,USD,11.38,9.78,234.67,USD,295.53,255.25,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-2294,2024-07-01,2024-07-02,GCP,Cloud Functions,80,Hours,USD,1.77,1.73,138.1,USD,143.55,135.01,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-4181,2024-07-01,2024-07-02,Snowflake,Warehouse,95,Credit,USD,2.77,2.6,247.46,USD,286.23,209.24,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-5352,2024-07-01,2024-07-02,Snowflake,Storage,35,Credit,USD,3.51,3.25,113.66,USD,125.33,117.69,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-5845,2024-07-01,2024-07-02,Databricks,Jobs,18,Credit,USD,11.46,10.6,190.83,USD,215.31,156.6,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-7300,2024-07-01,2024-07-02,Databricks,Clusters,13,Credit,USD,20.07,17.91,232.83,USD,284.31,214.2,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-9356,2024-07-01,2024-07-02,OpenAI,GPT-4 API,18,Credit,USD,8.85,8.36,150.55,USD,174.68,153.11,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-2627,2024-07-01,2024-07-02,OpenAI,Embedding API,54,Credit,USD,2.6,2.34,126.39,USD,149.27,135.22,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-6974,2024-07-02,2024-07-03,AWS,EC2,47,Hours,USD,4.71,4.02,189.14,USD,224.41,167.06,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-2283,2024-07-02,2024-07-03,AWS,S3,27,Hours,USD,5.14,4.99,134.7,USD,147.97,138.79,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-1105,2024-07-02,2024-07-03,AWS,Lambda,35,Hours,USD,1.01,0.91,31.9,USD,37.26,29.66,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-9031,2024-07-02,2024-07-03,Azure,VM,94,Hours,USD,0.72,0.67,63.41,USD,69.72,62.69,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-3450,2024-07-02,2024-07-03,Azure,Blob Storage,11,Hours,USD,23.43,20.19,222.12,USD,277.12,242.23,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-1684,2024-07-02,2024-07-03,Azure,Functions,58,Hours,USD,1.82,1.7,98.67,USD,110.28,90.25,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-1484,2024-07-02,2024-07-03,GCP,Compute Engine,10,Hours,USD,10.01,9.02,90.2,USD,108.78,81.18,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-4940,2024-07-02,2024-07-03,GCP,Cloud Storage,28,Hours,USD,0.83,0.75,21.1,USD,23.25,17.01,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-7536,2024-07-02,2024-07-03,GCP,Cloud Functions,31,Hours,USD,7.06,6.49,201.17,USD,238.43,224.87,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-8801,2024-07-02,2024-07-03,Snowflake,Warehouse,15,Credit,USD,17.43,16.24,243.6,USD,280.4,221.88,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-1700,2024-07-02,2024-07-03,Snowflake,Storage,78,Credit,USD,2.51,2.22,172.99,USD,207.73,169.97,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-2068,2024-07-02,2024-07-03,Databricks,Jobs,40,Credit,USD,4.07,3.76,150.55,USD,164.62,143.11,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-5154,2024-07-02,2024-07-03,Databricks,Clusters,34,Credit,USD,3.07,2.94,100.0,USD,112.48,92.9,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-2120,2024-07-02,2024-07-03,OpenAI,GPT-4 API,66,Credit,USD,2.36,2.05,135.31,USD,164.61,119.78,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-9817,2024-07-02,2024-07-03,OpenAI,Embedding API,69,Credit,USD,1.27,1.16,80.15,USD,92.68,73.08,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-4301,2024-07-03,2024-07-04,AWS,EC2,31,Hours,USD,1.88,1.74,53.98,USD,61.5,43.47,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-6371,2024-07-03,2024-07-04,AWS,S3,24,Hours,USD,5.04,4.38,105.08,USD,131.1,96.94,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-3231,2024-07-03,2024-07-04,AWS,Lambda,52,Hours,USD,4.62,4.13,214.69,USD,250.01,187.38,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-3318,2024-07-03,2024-07-04,Azure,VM,32,Hours,USD,1.03,1.0,32.12,USD,35.58,33.36,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-6472,2024-07-03,2024-07-04,Azure,Blob Storage,77,Hours,USD,0.34,0.3,23.45,USD,26.65,19.3,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-4207,2024-07-03,2024-07-04,Azure,Functions,15,Hours,USD,5.48,4.9,73.49,USD,83.0,77.05,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-8650,2024-07-03,2024-07-04,GCP,Compute Engine,93,Hours,USD,2.12,1.85,172.27,USD,207.57,174.11,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-4351,2024-07-03,2024-07-04,GCP,Cloud Storage,65,Hours,USD,4.1,4.0,260.17,USD,289.52,222.72,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-2966,2024-07-03,2024-07-04,GCP,Cloud Functions,11,Hours,USD,27.01,23.97,263.62,USD,315.84,293.51,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-7612,2024-07-03,2024-07-04,Snowflake,Warehouse,92,Credit,USD,0.47,0.45,41.66,USD,47.15,44.73,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-2782,2024-07-03,2024-07-04,Snowflake,Storage,95,Credit,USD,1.02,0.99,94.15,USD,102.28,72.48,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-5071,2024-07-03,2024-07-04,Databricks,Jobs,64,Credit,USD,3.72,3.53,226.01,USD,252.94,178.33,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-1854,2024-07-03,2024-07-04,Databricks,Clusters,46,Credit,USD,1.21,1.12,51.33,USD,58.53,42.85,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-8254,2024-07-03,2024-07-04,OpenAI,GPT-4 API,76,Credit,USD,2.23,2.08,158.45,USD,182.33,152.26,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-3472,2024-07-03,2024-07-04,OpenAI,Embedding API,85,Credit,USD,0.5,0.46,39.22,USD,45.68,35.33,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-6775,2024-07-04,2024-07-05,AWS,EC2,28,Hours,USD,7.47,6.53,182.81,USD,226.85,161.22,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-9208,2024-07-04,2024-07-05,AWS,S3,66,Hours,USD,4.12,3.85,254.3,USD,274.05,245.77,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-6430,2024-07-04,2024-07-05,AWS,Lambda,49,Hours,USD,1.02,0.88,42.93,USD,53.16,49.24,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-1848,2024-07-04,2024-07-05,Azure,VM,80,Hours,USD,3.25,2.85,228.37,USD,284.24,239.09,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-2170,2024-07-04,2024-07-05,Azure,Blob Storage,17,Hours,USD,10.69,9.99,169.83,USD,185.0,137.95,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-7853,2024-07-04,2024-07-05,Azure,Functions,15,Hours,USD,7.33,6.34,95.08,USD,114.35,103.59,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-6524,2024-07-04,2024-07-05,GCP,Compute Engine,20,Hours,USD,4.27,3.82,76.38,USD,93.72,68.36,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-5955,2024-07-04,2024-07-05,GCP,Cloud Storage,87,Hours,USD,2.32,2.05,178.68,USD,217.32,191.25,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-9387,2024-07-04,2024-07-05,GCP,Cloud Functions,22,Hours,USD,8.23,7.01,154.22,USD,188.39,138.33,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-4082,2024-07-04,2024-07-05,Snowflake,Warehouse,65,Credit,USD,1.39,1.2,78.19,USD,94.68,86.45,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-2429,2024-07-04,2024-07-05,Snowflake,Storage,95,Credit,USD,1.27,1.15,109.1,USD,127.51,120.48,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-2575,2024-07-04,2024-07-05,Databricks,Jobs,17,Credit,USD,16.42,15.01,255.17,USD,288.98,233.57,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-7561,2024-07-04,2024-07-05,Databricks,Clusters,73,Credit,USD,2.14,1.9,138.62,USD,165.23,143.05,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-7561,2024-07-04,2024-07-05,OpenAI,GPT-4 API,19,Credit,USD,14.97,13.29,252.47,USD,298.37,259.57,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-2409,2024-07-04,2024-07-05,OpenAI,Embedding API,58,Credit,USD,4.6,4.27,247.67,USD,285.22,264.32,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
